seed,noise_model,leads,D_logdet,n_precordial,rank
2,empirical_sigma_inv,V3+V5+V6,162.48644470443764,3,30
2,empirical_sigma_inv,V4+V5+V6,145.45795497349215,3,50
2,empirical_sigma_inv_norm8,I+II+V1,135.71232125730896,1,51
2,empirical_sigma_inv_norm8,I+II+V2,153.27481988501032,1,29
2,empirical_sigma_inv_norm8,I+II+V3,145.3876235849432,1,43
2,empirical_sigma_inv_norm8,I+II+V4,132.184462425541,1,53
2,empirical_sigma_inv_norm8,I+II+V5,122.57392045161839,1,55
2,empirical_sigma_inv_norm8,I+II+V6,115.40779175630054,1,56
2,empirical_sigma_inv_norm8,I+V1+V2,146.22879161052532,2,42
2,empirical_sigma_inv_norm8,I+V1+V3,153.91561320544622,2,28
2,empirical_sigma_inv_norm8,I+V1+V4,157.33092427065813,2,23
2,empirical_sigma_inv_norm8,I+V1+V5,154.55954930019413,2,27
2,empirical_sigma_inv_norm8,I+V1+V6,147.90709584619387,2,39
2,empirical_sigma_inv_norm8,I+V2+V3,164.33027704183988,2,12
2,empirical_sigma_inv_norm8,I+V2+V4,172.69135403187246,2,1
2,empirical_sigma_inv_norm8,I+V2+V5,172.29565511515472,2,3
2,empirical_sigma_inv_norm8,I+V2+V6,166.36175770031852,2,8
2,empirical_sigma_inv_norm8,I+V3+V4,157.36588651954938,2,22
2,empirical_sigma_inv_norm8,I+V3+V5,161.52416293546582,2,16
2,empirical_sigma_inv_norm8,I+V3+V6,159.12065578816424,2,21
2,empirical_sigma_inv_norm8,I+V4+V5,144.1330964677113,2,45
2,empirical_sigma_inv_norm8,I+V4+V6,149.3623967023822,2,36
2,empirical_sigma_inv_norm8,I+V5+V6,137.0191902133592,2,49
2,empirical_sigma_inv_norm8,II+V1+V2,151.4959496255645,2,32
2,empirical_sigma_inv_norm8,II+V1+V3,150.1343490628626,2,34
2,empirical_sigma_inv_norm8,II+V1+V4,149.75697994958182,2,35
2,empirical_sigma_inv_norm8,II+V1+V5,147.0089392262605,2,41
2,empirical_sigma_inv_norm8,II+V1+V6,139.20304472547878,2,48
2,empirical_sigma_inv_norm8,II+V2+V3,149.33129004352932,2,37
2,empirical_sigma_inv_norm8,II+V2+V4,160.21015254928201,2,18
2,empirical_sigma_inv_norm8,II+V2+V5,163.8047882499281,2,14
2,empirical_sigma_inv_norm8,II+V2+V6,159.13797611273293,2,20
2,empirical_sigma_inv_norm8,II+V3+V4,144.26340084624525,2,44
2,empirical_sigma_inv_norm8,II+V3+V5,152.82404126694553,2,31
2,empirical_sigma_inv_norm8,II+V3+V6,151.0388032083352,2,33
2,empirical_sigma_inv_norm8,II+V4+V5,134.92893073595326,2,52
2,empirical_sigma_inv_norm8,II+V4+V6,139.950328450865,2,47
2,empirical_sigma_inv_norm8,II+V5+V6,127.64196293185091,2,54
2,empirical_sigma_inv_norm8,V1+V2+V3,162.09063953025876,3,15
2,empirical_sigma_inv_norm8,V1+V2+V4,172.66217460560736,3,2
2,empirical_sigma_inv_norm8,V1+V2+V5,171.54132592223635,3,4
2,empirical_sigma_inv_norm8,V1+V2+V6,164.27153266123167,3,13
2,empirical_sigma_inv_norm8,V1+V3+V4,160.14775826296795,3,19
2,empirical_sigma_inv_norm8,V1+V3+V5,160.23524714907722,3,17
2,empirical_sigma_inv_norm8,V1+V3+V6,155.58875279773736,3,25
2,empirical_sigma_inv_norm8,V1+V4+V5,148.05307391951786,3,38
2,empirical_sigma_inv_norm8,V1+V4+V6,147.54936045005763,3,40
2,empirical_sigma_inv_norm8,V1+V5+V6,140.7653709083425,3,46
2,empirical_sigma_inv_norm8,V2+V3+V4,165.4694959644833,3,10
2,empirical_sigma_inv_norm8,V2+V3+V5,170.25102561570273,3,6
2,empirical_sigma_inv_norm8,V2+V3+V6,166.31520701995478,3,9
2,empirical_sigma_inv_norm8,V2+V4+V5,171.31251381917411,3,5
2,empirical_sigma_inv_norm8,V2+V4+V6,170.13015325425346,3,7
2,empirical_sigma_inv_norm8,V2+V5+V6,164.50916333165384,3,11
2,empirical_sigma_inv_norm8,V3+V4+V5,155.4789715289141,3,26
2,empirical_sigma_inv_norm8,V3+V4+V6,155.83310261900445,3,24
2,empirical_sigma_inv_norm8,V3+V5+V6,153.17431259709423,3,30
2,empirical_sigma_inv_norm8,V4+V5+V6,136.1854468243447,3,50
3,identity,I+II+V1,178.14783434181913,1,8
3,identity,I+II+V2,166.43628858930117,1,27
3,identity,I+II+V3,162.67446201066525,1,30
3,identity,I+II+V4,155.11168400495183,1,40
3,identity,I+II+V5,141.5936453984481,1,52
3,identity,I+II+V6,135.50702961834878,1,54
3,identity,I+V1+V2,169.0567432277746,2,23
3,identity,I+V1+V3,179.33058759122446,2,6
3,identity,I+V1+V4,184.54743371284948,2,1
3,identity,I+V1+V5,183.91779772994184,2,2
3,identity,I+V1+V6,181.86647037988695,2,3
3,identity,I+V2+V3,166.0158849483688,2,28
3,identity,I+V2+V4,172.4548775719486,2,17
3,identity,I+V2+V5,172.7001034410909,2,16
3,identity,I+V2+V6,171.96583185683983,2,18
3,identity,I+V3+V4,164.04125463716323,2,29
3,identity,I+V3+V5,167.0211652652446,2,26
3,identity,I+V3+V6,168.68993779751412,2,24
3,identity,I+V4+V5,155.85864253519907,2,39
3,identity,I+V4+V6,161.34930000333554,2,31
3,identity,I+V5+V6,146.88308592382072,2,49
3,identity,II+V1+V2,173.97756242661978,2,12
3,identity,II+V1+V3,174.35836470385277,2,11
3,identity,II+V1+V4,174.59349616870597,2,10
3,identity,II+V1+V5,173.74437845585805,2,13
3,identity,II+V1+V6,170.57822552550928,2,20
3,identity,II+V2+V3,148.43370934537316,2,47
3,identity,II+V2+V4,152.42893921706388,2,43
3,identity,II+V2+V5,156.50520064337974,2,38
3,identity,II+V2+V6,158.48045635518022,2,35
3,identity,II+V3+V4,142.09076020389426,2,50
3,identity,II+V3+V5,149.2486853514856,2,46
3,identity,II+V3+V6,153.28072729349432,2,41
3,identity,II+V4+V5,132.2567292725078,2,55
3,identity,II+V4+V6,141.8102973030022,2,51
3,identity,II+V5+V6,124.58078635843914,2,56
3,identity,V1+V2+V3,171.75222594629412,3,19
3,identity,V1+V2+V4,179.45139836624523,3,5
3,identity,V1+V2+V5,180.21466978400406,3,4
3,identity,V1+V2+V6,178.25398345704474,3,7
3,identity,V1+V3+V4,173.53372590051217,3,15
3,identity,V1+V3+V5,174.6020146593477,3,9
3,identity,V1+V3+V6,173.66653328251058,3,14
3,identity,V1+V4+V5,170.22097574847444,3,21
3,identity,V1+V4+V6,169.53034619802762,3,22
3,identity,V1+V5+V6,167.77765947916484,3,25
3,identity,V2+V3+V4,153.01952645104137,3,42
3,identity,V2+V3+V5,159.48651155753052,3,34
3,identity,V2+V3+V6,161.2182354591738,3,32
3,identity,V2+V4+V5,157.51911156882528,3,36
3,identity,V2+V4+V6,160.71696865686565,3,33
3,identity,V2+V5+V6,156.97167706411153,3,37
3,identity,V3+V4+V5,147.51740256877375,3,48
3,identity,V3+V4+V6,152.27676607943317,3,44
3,identity,V3+V5+V6,149.88607718309785,3,45
3,identity,V4+V5+V6,136.30729391237364,3,53
3,empirical_sigma_inv,I+II+V1,147.85444511555326,1,51
3,empirical_sigma_inv,I+II+V2,165.03977242357678,1,36
3,empirical_sigma_inv,I+II+V3,160.88536352716255,1,44
3,empirical_sigma_inv,I+II+V4,149.85606942948598,1,48
3,empirical_sigma_inv,I+II+V5,129.96408303797062,1,54
3,empirical_sigma_inv,I+II+V6,116.73744143281019,1,56
3,empirical_sigma_inv,I+V1+V2,161.61683206791898,2,40
3,empirical_sigma_inv,I+V1+V3,171.5691660207722,2,26
3,empirical_sigma_inv,I+V1+V4,173.9497514980159,2,22
3,empirical_sigma_inv,I+V1+V5,168.29249282972498,2,30
3,empirical_sigma_inv,I+V1+V6,161.23324942424838,2,41
3,empirical_sigma_inv,I+V2+V3,179.415166825237,2,12
3,empirical_sigma_inv,I+V2+V4,186.3775782473088,2,3
3,empirical_sigma_inv,I+V2+V5,184.42791085521014,2,6
3,empirical_sigma_inv,I+V2+V6,178.90952592539657,2,14
3,empirical_sigma_inv,I+V3+V4,175.56289442660164,2,18
3,empirical_sigma_inv,I+V3+V5,177.00901597159665,2,17
3,empirical_sigma_inv,I+V3+V6,174.3942931164154,2,20
3,empirical_sigma_inv,I+V4+V5,161.0422882918497,2,43
3,empirical_sigma_inv,I+V4+V6,163.4417340554841,2,39
3,empirical_sigma_inv,I+V5+V6,142.51580495986772,2,53
3,empirical_sigma_inv,II+V1+V2,166.48561549932603,2,33
3,empirical_sigma_inv,II+V1+V3,166.80866840393796,2,32
3,empirical_sigma_inv,II+V1+V4,164.37444634858917,2,38
3,empirical_sigma_inv,II+V1+V5,158.2188404865754,2,46
3,empirical_sigma_inv,II+V1+V6,149.49331842875608,2,50
3,empirical_sigma_inv,II+V2+V3,167.09854772327077,2,31
3,empirical_sigma_inv,II+V2+V4,173.3946776331266,2,25
3,empirical_sigma_inv,II+V2+V5,174.61494637075026,2,19
3,empirical_sigma_inv,II+V2+V6,170.4614962509232,2,27
3,empirical_sigma_inv,II+V3+V4,161.13962413179902,2,42
3,empirical_sigma_inv,II+V3+V5,166.31122061696595,2,35
3,empirical_sigma_inv,II+V3+V6,164.38306345502477,2,37
3,empirical_sigma_inv,II+V4+V5,146.17832035921592,2,52
3,empirical_sigma_inv,II+V4+V6,149.8537210385376,2,49
3,empirical_sigma_inv,II+V5+V6,125.1248179273765,2,55
3,empirical_sigma_inv,V1+V2+V3,180.2817503375952,3,10
3,empirical_sigma_inv,V1+V2+V4,187.77981033978295,3,1
3,empirical_sigma_inv,V1+V2+V5,186.02293053588002,3,4
3,empirical_sigma_inv,V1+V2+V6,179.66525345976564,3,11
3,empirical_sigma_inv,V1+V3+V4,179.05107583128867,3,13
3,empirical_sigma_inv,V1+V3+V5,178.36141320268064,3,15
3,empirical_sigma_inv,V1+V3+V6,174.03189706453296,3,21
3,empirical_sigma_inv,V1+V4+V5,168.78234437042286,3,29
3,empirical_sigma_inv,V1+V4+V6,166.31805984075075,3,34
3,empirical_sigma_inv,V1+V5+V6,158.31963597194505,3,45
3,empirical_sigma_inv,V2+V3+V4,182.91240328540556,3,9
3,empirical_sigma_inv,V2+V3+V5,186.5610477422888,3,2
3,empirical_sigma_inv,V2+V3+V6,183.18531785052136,3,8
3,empirical_sigma_inv,V2+V4+V5,184.59750892660733,3,5
3,empirical_sigma_inv,V2+V4+V6,183.33221269532817,3,7
3,empirical_sigma_inv,V2+V5+V6,178.24125969455625,3,16
3,empirical_sigma_inv,V3+V4+V5,173.82775638403794,3,23
3,empirical_sigma_inv,V3+V4+V6,173.40599930727365,3,24
3,empirical_sigma_inv,V3+V5+V6,170.18589715354346,3,28
3,empirical_sigma_inv,V4+V5+V6,153.54042268587233,3,47
3,empirical_sigma_inv_norm8,I+II+V1,138.5568267430934,1,51
3,empirical_sigma_inv_norm8,I+II+V2,155.71296252080606,1,36
3,empirical_sigma_inv_norm8,I+II+V3,151.56725081282926,1,44
3,empirical_sigma_inv_norm8,I+II+V4,140.55910878794296,1,48
3,empirical_sigma_inv_norm8,I+II+V5,120.69799743235663,1,54
3,empirical_sigma_inv_norm8,I+II+V6,107.5352449016813,1,56
3,empirical_sigma_inv_norm8,I+V1+V2,152.36379160178643,2,40
3,empirical_sigma_inv_norm8,I+V1+V3,162.22832600766768,2,26
3,empirical_sigma_inv_norm8,I+V1+V4,164.60195576598457,2,22
3,empirical_sigma_inv_norm8,I+V1+V5,158.94770662185525,2,30
3,empirical_sigma_inv_norm8,I+V1+V6,151.89951255660196,2,41
3,empirical_sigma_inv_norm8,I+V2+V3,170.06535873898395,2,12
3,empirical_sigma_inv_norm8,I+V2+V4,177.01043303548764,2,3
3,empirical_sigma_inv_norm8,I+V2+V5,175.05854702228388,2,6
3,empirical_sigma_inv_norm8,I+V2+V6,169.548176775932,2,14
3,empirical_sigma_inv_norm8,I+V3+V4,166.21783990678423,2,18
3,empirical_sigma_inv_norm8,I+V3+V5,167.65378437186868,2,17
3,empirical_sigma_inv_norm8,I+V3+V6,165.04220279264132,2,20
3,empirical_sigma_inv_norm8,I+V4+V5,151.71482847256,2,43
3,empirical_sigma_inv_norm8,I+V4+V6,154.1089014131889,2,39
3,empirical_sigma_inv_norm8,I+V5+V6,133.20576110315088,2,53
3,empirical_sigma_inv_norm8,II+V1+V2,157.1552255083923,2,33
3,empirical_sigma_inv_norm8,II+V1+V3,157.4737502040799,2,32
3,empirical_sigma_inv_norm8,II+V1+V4,155.04256900726497,2,38
3,empirical_sigma_inv_norm8,II+V1+V5,148.89109307484108,2,46
3,empirical_sigma_inv_norm8,II+V1+V6,140.17824991770792,2,50
3,empirical_sigma_inv_norm8,II+V2+V3,157.77981847848744,2,31
3,empirical_sigma_inv_norm8,II+V2+V4,164.0496109287291,2,25
3,empirical_sigma_inv_norm8,II+V2+V5,165.25931442186211,2,19
3,empirical_sigma_inv_norm8,II+V2+V6,161.11157276982007,2,27
3,empirical_sigma_inv_norm8,II+V3+V4,151.8288256647776,2,42
3,empirical_sigma_inv_norm8,II+V3+V5,156.97405049851054,2,35
3,empirical_sigma_inv_norm8,II+V3+V6,155.04736498832753,2,37
3,empirical_sigma_inv_norm8,II+V4+V5,136.8854859289665,2,52
3,empirical_sigma_inv_norm8,II+V4+V6,140.54920813064618,2,49
3,empirical_sigma_inv_norm8,II+V5+V6,115.85847296268241,2,55
3,empirical_sigma_inv_norm8,V1+V2+V3,170.92933123090793,3,10
3,empirical_sigma_inv_norm8,V1+V2+V4,178.40887893330643,3,1
3,empirical_sigma_inv_norm8,V1+V2+V5,176.65228836358006,3,4
3,empirical_sigma_inv_norm8,V1+V2+V6,170.30480575733097,3,11
3,empirical_sigma_inv_norm8,V1+V3+V4,169.69978991754263,3,13
3,empirical_sigma_inv_norm8,V1+V3+V5,169.0103087677651,3,15
3,empirical_sigma_inv_norm8,V1+V3+V6,164.68855347759816,3,21
3,empirical_sigma_inv_norm8,V1+V4+V5,159.47630036764357,3,29
3,empirical_sigma_inv_norm8,V1+V4+V6,157.01547191740872,3,34
3,empirical_sigma_inv_norm8,V1+V5+V6,149.02834643333708,3,45
3,empirical_sigma_inv_norm8,V2+V3+V4,173.57914715371697,3,9
3,empirical_sigma_inv_norm8,V2+V3+V5,177.20003036839194,3,2
3,empirical_sigma_inv_norm8,V2+V3+V6,173.82686629059373,3,8
3,empirical_sigma_inv_norm8,V2+V4+V5,175.23523324445284,3,5
3,empirical_sigma_inv_norm8,V2+V4+V6,173.96884092285305,3,7
3,empirical_sigma_inv_norm8,V2+V5+V6,168.90341289346375,3,16
3,empirical_sigma_inv_norm8,V3+V4+V5,164.49124308914213,3,23
3,empirical_sigma_inv_norm8,V3+V4+V6,164.06920807078,3,24
3,empirical_sigma_inv_norm8,V3+V5+V6,160.8683758520074,3,28
3,empirical_sigma_inv_norm8,V4+V5+V6,144.2521459206505,3,47
4,identity,I+II+V1,175.55108323139905,1,12
4,identity,I+II+V2,167.94733653195638,1,26
4,identity,I+II+V3,165.16758201563786,1,36
4,identity,I+II+V4,162.3837747001694,1,42
4,identity,I+II+V5,149.58557203199814,1,52
4,identity,I+II+V6,143.15172998732504,1,55
4,identity,I+V1+V2,167.35247880671406,2,27
4,identity,I+V1+V3,176.61551344776387,2,9
4,identity,I+V1+V4,184.1948164530902,2,2
4,identity,I+V1+V5,185.48127743078572,2,1
4,identity,I+V1+V6,182.53495205560017,2,3
4,identity,I+V2+V3,165.00944296752877,2,37
4,identity,I+V2+V4,175.3147383995345,2,13
4,identity,I+V2+V5,178.27180068292097,2,5
4,identity,I+V2+V6,176.43608720483863,2,10
4,identity,I+V3+V4,166.16447877295278,2,31
4,identity,I+V3+V5,173.0287825289283,2,20
4,identity,I+V3+V6,174.03978631138688,2,18
4,identity,I+V4+V5,165.38367095547935,2,34
4,identity,I+V4+V6,170.5611373584901,2,23
4,identity,I+V5+V6,158.37184004948023,2,47
4,identity,II+V1+V2,165.284276867009,2,35
4,identity,II+V1+V3,169.54107794885545,2,24
4,identity,II+V1+V4,175.09003549488557,2,14
4,identity,II+V1+V5,176.83643229585164,2,8
4,identity,II+V1+V6,172.29383754448187,2,21
4,identity,II+V2+V3,139.39870285295794,2,56
4,identity,II+V2+V4,156.4496075003955,2,48
4,identity,II+V2+V5,166.34837287056288,2,30
4,identity,II+V2+V6,166.086354172579,2,33
4,identity,II+V3+V4,149.60091806628094,2,51
4,identity,II+V3+V5,162.64171702945865,2,41
4,identity,II+V3+V6,164.16735606067382,2,38
4,identity,II+V4+V5,156.14146674311135,2,49
4,identity,II+V4+V6,160.7612322565131,2,45
4,identity,II+V5+V6,146.287131694417,2,54
4,identity,V1+V2+V3,166.1587155737839,3,32
4,identity,V1+V2+V4,177.15678666628438,3,6
4,identity,V1+V2+V5,180.14716457306255,3,4
4,identity,V1+V2+V6,176.94298761266495,3,7
4,identity,V1+V3+V4,172.27181819486057,3,22
4,identity,V1+V3+V5,175.74906715804053,3,11
4,identity,V1+V3+V6,174.24878758385748,3,16
4,identity,V1+V4+V5,174.79555628530662,3,15
4,identity,V1+V4+V6,174.0403076544895,3,17
4,identity,V1+V5+V6,173.95861309204295,3,19
4,identity,V2+V3+V4,147.54460455948487,3,53
4,identity,V2+V3+V5,162.8832773009978,3,40
4,identity,V2+V3+V6,164.13658268172912,3,39
4,identity,V2+V4+V5,166.8031186130745,3,28
4,identity,V2+V4+V6,169.10415355095105,3,25
4,identity,V2+V5+V6,166.6250460278568,3,29
4,identity,V3+V4+V5,158.7720751782484,3,46
4,identity,V3+V4+V6,162.03528033150948,3,43
4,identity,V3+V5+V6,161.74791485680385,3,44
4,identity,V4+V5+V6,155.02726170412527,3,50
4,empirical_sigma_inv,I+II+V1,145.43714195822065,1,54
4,empirical_sigma_inv,I+II+V2,163.6940442549848,1,44
4,empirical_sigma_inv,I+II+V3,160.48688918363914,1,47
4,empirical_sigma_inv,I+II+V4,160.9171735561682,1,46
4,empirical_sigma_inv,I+II+V5,141.71289562457045,1,55
4,empirical_sigma_inv,I+II+V6,127.30977051379598,1,56
4,empirical_sigma_inv,I+V1+V2,160.0506478222454,2,48
4,empirical_sigma_inv,I+V1+V3,168.37220506809248,2,39
4,empirical_sigma_inv,I+V1+V4,177.79412471876847,2,22
4,empirical_sigma_inv,I+V1+V5,175.25290868167022,2,29
4,empirical_sigma_inv,I+V1+V6,164.8544415526795,2,43
4,empirical_sigma_inv,I+V2+V3,176.29091866376768,2,26
4,empirical_sigma_inv,I+V2+V4,189.6158986978909,2,3
4,empirical_sigma_inv,I+V2+V5,190.27750743632785,2,2
4,empirical_sigma_inv,I+V2+V6,181.7841203481154,2,13
4,empirical_sigma_inv,I+V3+V4,179.73523355273917,2,18
4,empirical_sigma_inv,I+V3+V5,184.74344928448394,2,9
4,empirical_sigma_inv,I+V3+V6,179.30039116711032,2,19
4,empirical_sigma_inv,I+V4+V5,176.5383668493112,2,25
4,empirical_sigma_inv,I+V4+V6,176.18888623948953,2,27
4,empirical_sigma_inv,I+V5+V6,158.0944076696871,2,50
4,empirical_sigma_inv,II+V1+V2,158.92997269691983,2,49
4,empirical_sigma_inv,II+V1+V3,163.33248386248263,2,45
4,empirical_sigma_inv,II+V1+V4,170.4422894557752,2,36
4,empirical_sigma_inv,II+V1+V5,167.9263178791513,2,41
4,empirical_sigma_inv,II+V1+V6,155.31070954315277,2,51
4,empirical_sigma_inv,II+V2+V3,154.65144501445982,2,52
4,empirical_sigma_inv,II+V2+V4,174.41121792797077,2,31
4,empirical_sigma_inv,II+V2+V5,181.05131716174208,2,15
4,empirical_sigma_inv,II+V2+V6,173.27615987046593,2,33
4,empirical_sigma_inv,II+V3+V4,165.84273271376182,2,42
4,empirical_sigma_inv,II+V3+V5,176.57328245112853,2,24
4,empirical_sigma_inv,II+V3+V6,171.19590019377512,2,35
4,empirical_sigma_inv,II+V4+V5,169.43289795666175,2,37
4,empirical_sigma_inv,II+V4+V6,168.21285544116492,2,40
4,empirical_sigma_inv,II+V5+V6,148.28930832185785,2,53
4,empirical_sigma_inv,V1+V2+V3,174.58955782888555,3,30
4,empirical_sigma_inv,V1+V2+V4,187.90981331849326,3,7
4,empirical_sigma_inv,V1+V2+V5,188.48888728836758,3,5
4,empirical_sigma_inv,V1+V2+V6,178.96552621923917,3,20
4,empirical_sigma_inv,V1+V3+V4,179.95417993507252,3,16
4,empirical_sigma_inv,V1+V3+V5,182.25583215788632,3,12
4,empirical_sigma_inv,V1+V3+V6,175.5480327394509,3,28
4,empirical_sigma_inv,V1+V4+V5,178.31029088996831,3,21
4,empirical_sigma_inv,V1+V4+V6,174.27532882598314,3,32
4,empirical_sigma_inv,V1+V5+V6,168.8870119367407,3,38
4,empirical_sigma_inv,V2+V3+V4,176.82345415557106,3,23
4,empirical_sigma_inv,V2+V3+V5,188.08202469767662,3,6
4,empirical_sigma_inv,V2+V3+V6,182.76121117820506,3,11
4,empirical_sigma_inv,V2+V4+V5,192.29223772126375,3,1
4,empirical_sigma_inv,V2+V4+V6,189.26536670823785,3,4
4,empirical_sigma_inv,V2+V5+V6,185.15000029480998,3,8
4,empirical_sigma_inv,V3+V4+V5,183.69918939987852,3,10
4,empirical_sigma_inv,V3+V4+V6,181.07113151024765,3,14
4,empirical_sigma_inv,V3+V5+V6,179.86299395884419,3,17
4,empirical_sigma_inv,V4+V5+V6,172.32210238744327,3,34
4,empirical_sigma_inv_norm8,I+II+V1,136.1927212102195,1,54
4,empirical_sigma_inv_norm8,I+II+V2,154.41069136754996,1,44
4,empirical_sigma_inv_norm8,I+II+V3,151.21119031815522,1,47
4,empirical_sigma_inv_norm8,I+II+V4,151.62506914938515,1,46
4,empirical_sigma_inv_norm8,I+II+V5,132.4491434158469,1,55
4,empirical_sigma_inv_norm8,I+II+V6,118.12813494856094,1,56
4,empirical_sigma_inv_norm8,I+V1+V2,150.79439055146503,2,48
4,empirical_sigma_inv_norm8,I+V1+V3,159.07346208927498,2,39
4,empirical_sigma_inv_norm8,I+V1+V4,168.4739325365432,2,22
4,empirical_sigma_inv_norm8,I+V1+V5,165.93266963221504,2,29
4,empirical_sigma_inv_norm8,I+V1+V6,155.55278542159783,2,43
4,empirical_sigma_inv_norm8,I+V2+V3,166.97615281205134,2,26
4,empirical_sigma_inv_norm8,I+V2+V4,180.27459451364956,2,3
4,empirical_sigma_inv_norm8,I+V2+V5,180.93302748317447,2,2
4,empirical_sigma_inv_norm8,I+V2+V6,172.4542084708332,2,13
4,empirical_sigma_inv_norm8,I+V3+V4,170.40899837966603,2,18
4,empirical_sigma_inv_norm8,I+V3+V5,175.4088051482867,2,9
4,empirical_sigma_inv_norm8,I+V3+V6,169.9771528597546,2,19
4,empirical_sigma_inv_norm8,I+V4+V5,167.210409513935,2,25
4,empirical_sigma_inv_norm8,I+V4+V6,166.86454885062705,2,27
4,empirical_sigma_inv_norm8,I+V5+V6,148.78453365891605,2,50
4,empirical_sigma_inv_norm8,II+V1+V2,149.66200243554994,2,49
4,empirical_sigma_inv_norm8,II+V1+V3,154.04433083854101,2,45
4,empirical_sigma_inv_norm8,II+V1+V4,161.13077003265593,2,36
4,empirical_sigma_inv_norm8,II+V1+V5,158.6147664498833,2,41
4,empirical_sigma_inv_norm8,II+V1+V6,146.0257337960672,2,51
4,empirical_sigma_inv_norm8,II+V2+V3,145.39776942764604,2,52
4,empirical_sigma_inv_norm8,II+V2+V4,165.09385689916473,2,31
4,empirical_sigma_inv_norm8,II+V2+V5,171.71762717301038,2,15
4,empirical_sigma_inv_norm8,II+V2+V6,163.95932816680164,2,33
4,empirical_sigma_inv_norm8,II+V3+V4,156.5386644473447,2,42
4,empirical_sigma_inv_norm8,II+V3+V5,167.2470309587576,2,24
4,empirical_sigma_inv_norm8,II+V3+V6,161.88230295320267,2,35
4,empirical_sigma_inv_norm8,II+V4+V5,160.10952536119382,2,37
4,empirical_sigma_inv_norm8,II+V4+V6,158.89578590015165,2,40
4,empirical_sigma_inv_norm8,II+V5+V6,138.98808178823282,2,53
4,empirical_sigma_inv_norm8,V1+V2+V3,165.27406984470392,3,30
4,empirical_sigma_inv_norm8,V1+V2+V4,178.56725574994707,3,7
4,empirical_sigma_inv_norm8,V1+V2+V5,179.1443142359859,3,5
4,empirical_sigma_inv_norm8,V1+V2+V6,169.63866317024818,3,20
4,empirical_sigma_inv_norm8,V1+V3+V4,170.62891746465903,3,16
4,empirical_sigma_inv_norm8,V1+V3+V5,172.92964975092755,3,12
4,empirical_sigma_inv_norm8,V1+V3+V6,166.23595378883292,3,28
4,empirical_sigma_inv_norm8,V1+V4+V5,169.0447461894778,3,21
4,empirical_sigma_inv_norm8,V1+V4+V6,165.0081816004907,3,32
4,empirical_sigma_inv_norm8,V1+V5+V6,159.63206929279372,3,38
4,empirical_sigma_inv_norm8,V2+V3+V4,167.55647564537153,3,23
4,empirical_sigma_inv_norm8,V2+V3+V5,178.74587706501438,3,6
4,empirical_sigma_inv_norm8,V2+V3+V6,173.43115151621717,3,11
4,empirical_sigma_inv_norm8,V2+V4+V5,182.94482577711915,3,1
4,empirical_sigma_inv_norm8,V2+V4+V6,179.92019354057788,3,4
4,empirical_sigma_inv_norm8,V2+V5+V6,175.8350760142081,3,8
4,empirical_sigma_inv_norm8,V3+V4+V5,174.3777751134637,3,10
4,empirical_sigma_inv_norm8,V3+V4+V6,171.75278091349944,3,14
4,empirical_sigma_inv_norm8,V3+V5+V6,170.581961998532,3,17
4,empirical_sigma_inv_norm8,V4+V5+V6,163.05822559292866,3,34
