index,name,group,physiological_meaning,bound_lo,bound_hi,bound_center,bound_radius,units,unit_short,ident_score_seed42,ident_score_5seed_mean,ident_score_5seed_sd,ident_score_5seed_min,ident_score_5seed_max,ident_score_5seed_cv,crb_12lead_seed42_scaled,crb_12lead_5seed_mean_scaled,crb_12lead_seed42_physical,crb_physical_unit,crb_units_note,strongest_coupling_partner,partner_corr_seed42,partner_abs_corr_seed42,partner_abs_corr_5seed_mean,partner_same_in_n_of_5_seeds,max_abs_fisher_corr_5seed_mean,clinical_interpretation_in_manuscript,interpreting_descriptor,tier_R1_group_mean_cv,tier_R2_min_across_seeds,tier_R3_per_param_cv,tier_R4_mean_only,tier_R5_min_and_cv,tier_recommended,one_sigma_pct_of_admissible_range_seed42,one_sigma_pct_of_admissible_range_5seed_mean,notes
10,APD2,APD,Equivalent action-potential duration of node 2 (interventricular septum),0.18,0.45,0.315,0.135,"s (seconds, physical parameter unit)",s,2.9484772025589816,10.762373269259367,7.9295138525505156,2.9484772025589816,24.15328837305269,0.7367811591519163,0.3391581251271336,0.14371681477603887,0.04578634689216304,s,scaled = standard deviation in units of the parameter's own bound radius (half-width); physical = scaled x bound_radius,alpha_ST0,-0.39430034974399336,0.39430034974399336,0.387241843380818,3,0.4213128777913198,stated theta-domain result,"node-level APD dispersion D_rep (max-min APD over ventricular nodes); manuscript reports it as LOWER in STTC, used as the counter-constructive finding",A_strongly_identifiable,B_weakly_identifiable,B_weakly_identifiable,B_weakly_identifiable,B_weakly_identifiable,B_weakly_identifiable,16.95790625635668,7.185840738801944,per-parameter CV 73.7% - not seed-stable at the parameter level
11,APD3,APD,Equivalent action-potential duration of node 3 (right-ventricular free wall),0.18,0.45,0.315,0.135,"s (seconds, physical parameter unit)",s,25.87130415849734,20.711731730963752,2.9374260847634583,18.496925868609917,25.87130415849734,0.14182426283419108,0.03865286395589584,0.0489560147584076,0.005218136634045938,s,scaled = standard deviation in units of the parameter's own bound radius (half-width); physical = scaled x bound_radius,alpha_ST1,-0.4908530691067971,0.4908530691067971,0.4202475747551394,2,0.5279503765876848,stated theta-domain result,"node-level APD dispersion D_rep (max-min APD over ventricular nodes); manuscript reports it as LOWER in STTC, used as the counter-constructive finding",A_strongly_identifiable,A_strongly_identifiable,A_strongly_identifiable,A_strongly_identifiable,A_strongly_identifiable,A_strongly_identifiable,1.9326431977947918,2.44780073792038,locked seed 42 is an outlier vs the five-seed distribution (25.87 vs 20.71+-2.94)
12,APD4,APD,Equivalent action-potential duration of node 4 (LV anterior wall),0.18,0.45,0.315,0.135,"s (seconds, physical parameter unit)",s,42.49066880312061,29.665453725059443,15.767746274797874,7.565094938940335,46.31557774443191,0.5315187969459004,0.023534578959758752,0.05129584237926795,0.003177168159567432,s,scaled = standard deviation in units of the parameter's own bound radius (half-width); physical = scaled x bound_radius,alpha_ST2,-0.4103847512542888,0.4103847512542888,0.3809340851132256,2,0.5261065538512257,stated theta-domain result,"node-level APD dispersion D_rep (max-min APD over ventricular nodes); manuscript reports it as LOWER in STTC, used as the counter-constructive finding",A_strongly_identifiable,B_weakly_identifiable,B_weakly_identifiable,A_strongly_identifiable,B_weakly_identifiable,B_weakly_identifiable,1.1767289479879377,2.5647921189633975,
13,APD5,APD,Equivalent action-potential duration of node 5 (LV lateral wall),0.18,0.45,0.315,0.135,"s (seconds, physical parameter unit)",s,15.67400644358604,23.291922724567144,9.80040057572324,15.67400644358604,38.72727656228429,0.42076391423822956,0.06379989721193524,0.04833754073121832,0.008612986123611258,s,scaled = standard deviation in units of the parameter's own bound radius (half-width); physical = scaled x bound_radius,alpha_ST3,-0.41285207515172495,0.41285207515172495,0.3913799197255708,2,0.47935175607396585,stated theta-domain result,"node-level APD dispersion D_rep (max-min APD over ventricular nodes); manuscript reports it as LOWER in STTC, used as the counter-constructive finding",A_strongly_identifiable,A_strongly_identifiable,B_weakly_identifiable,A_strongly_identifiable,A_strongly_identifiable,A_strongly_identifiable,3.1899948605967623,2.416877036560916,
14,APD6,APD,Equivalent action-potential duration of node 6 (LV inferior wall),0.18,0.45,0.315,0.135,"s (seconds, physical parameter unit)",s,9.627529335373698,10.64375695124746,5.0183343842085915,3.052166326290047,16.903447375019052,0.4714814897779527,0.10386880841025081,0.1319957441129542,0.01402228913538386,s,scaled = standard deviation in units of the parameter's own bound radius (half-width); physical = scaled x bound_radius,APD3,-0.4725526051328161,0.4725526051328161,0.19589968649676082,1,0.4777208937876223,stated theta-domain result,"node-level APD dispersion D_rep (max-min APD over ventricular nodes); manuscript reports it as LOWER in STTC, used as the counter-constructive finding",A_strongly_identifiable,B_weakly_identifiable,B_weakly_identifiable,B_weakly_identifiable,B_weakly_identifiable,B_weakly_identifiable,5.193440420512541,6.59978720564771,
15,APD7,APD,Equivalent action-potential duration of node 7 (LV apex),0.18,0.45,0.315,0.135,"s (seconds, physical parameter unit)",s,24.89328863353728,28.101154768164854,8.522763392639522,19.908270990949056,38.513768590186544,0.3032887247144293,0.04017147009868186,0.03821385777436692,0.005423148463322052,s,scaled = standard deviation in units of the parameter's own bound radius (half-width); physical = scaled x bound_radius,alpha_ST5,-0.47837399778526396,0.47837399778526396,0.41570164246443575,3,0.4651034528449037,stated theta-domain result,"node-level APD dispersion D_rep (max-min APD over ventricular nodes); manuscript reports it as LOWER in STTC, used as the counter-constructive finding",A_strongly_identifiable,A_strongly_identifiable,A_strongly_identifiable,A_strongly_identifiable,A_strongly_identifiable,A_strongly_identifiable,2.008573504934093,1.910692888718346,
16,tau_dep0,tau_dep,Depolarization (upstroke) time constant tau_dep of node 0 (SA / atrial source (graph root)); sets the QRS-limb slope contributed by that node,0.007,0.026,0.0165,0.0095,"s (seconds, physical parameter unit)",s,2.671779902307409,2.0473147263740157,0.6985970303154233,0.943651770717642,2.671779902307409,0.3412260075678269,0.37428232734903705,0.5642658348685725,0.003555682109815852,s,scaled = standard deviation in units of the parameter's own bound radius (half-width); physical = scaled x bound_radius,q0,0.7226631191574326,0.7226631191574326,0.5732130864418234,4,0.5738147510505968,indirect only,"shapes the reconstructed beat from which the interpreted ECG-domain descriptors (QRS duration, T-peak amplitude, T-wave sign discordance) are measured; never read as a clinical quantity on its own",A_strongly_identifiable,B_weakly_identifiable,B_weakly_identifiable,B_weakly_identifiable,B_weakly_identifiable,B_weakly_identifiable,18.71411636745185,28.213291743428627,
17,tau_dep1,tau_dep,Depolarization (upstroke) time constant tau_dep of node 1 (AV node - His entry); sets the QRS-limb slope contributed by that node,0.007,0.026,0.0165,0.0095,"s (seconds, physical parameter unit)",s,2.336205436268348,5.806041735495682,4.739962697584936,2.27647678915549,12.160207602462238,0.8163845376113661,0.42804454799887515,0.28732060876211407,0.004066423205989314,s,scaled = standard deviation in units of the parameter's own bound radius (half-width); physical = scaled x bound_radius,q1,0.5476048598888767,0.5476048598888767,0.43879161363110175,4,0.4586376179901161,indirect only,"shapes the reconstructed beat from which the interpreted ECG-domain descriptors (QRS duration, T-peak amplitude, T-wave sign discordance) are measured; never read as a clinical quantity on its own",A_strongly_identifiable,B_weakly_identifiable,B_weakly_identifiable,B_weakly_identifiable,B_weakly_identifiable,B_weakly_identifiable,21.402227399943758,14.366030438105703,per-parameter CV 81.6% - not seed-stable at the parameter level
18,tau_dep2,tau_dep,Depolarization (upstroke) time constant tau_dep of node 2 (interventricular septum); sets the QRS-limb slope contributed by that node,0.007,0.026,0.0165,0.0095,"s (seconds, physical parameter unit)",s,1.6785824517261332,22.051219286014167,17.542111155177853,1.6785824517261332,44.93322176669673,0.7955166073879559,0.5957407686299068,0.15734854098430923,0.005659537301984114,s,scaled = standard deviation in units of the parameter's own bound radius (half-width); physical = scaled x bound_radius,q2,0.45967039011902405,0.45967039011902405,0.3898716445362958,4,0.4070323023121946,indirect only,"shapes the reconstructed beat from which the interpreted ECG-domain descriptors (QRS duration, T-peak amplitude, T-wave sign discordance) are measured; never read as a clinical quantity on its own",A_strongly_identifiable,B_weakly_identifiable,B_weakly_identifiable,A_strongly_identifiable,B_weakly_identifiable,B_weakly_identifiable,29.78703843149534,7.867427049215461,per-parameter CV 79.6% - not seed-stable at the parameter level
19,tau_dep3,tau_dep,Depolarization (upstroke) time constant tau_dep of node 3 (right-ventricular free wall); sets the QRS-limb slope contributed by that node,0.007,0.026,0.0165,0.0095,"s (seconds, physical parameter unit)",s,26.272855881147645,30.446957272889012,5.5322718946770335,24.181738390680792,36.52916510210364,0.18170196269835978,0.03806209741810216,0.03373049300308005,0.0003615899254719705,s,scaled = standard deviation in units of the parameter's own bound radius (half-width); physical = scaled x bound_radius,q3,0.3589698506837453,0.3589698506837453,0.4222358493613066,1,0.6878561950462956,indirect only,"shapes the reconstructed beat from which the interpreted ECG-domain descriptors (QRS duration, T-peak amplitude, T-wave sign discordance) are measured; never read as a clinical quantity on its own",A_strongly_identifiable,A_strongly_identifiable,A_strongly_identifiable,A_strongly_identifiable,A_strongly_identifiable,A_strongly_identifiable,1.903104870905108,1.6865246501540025,
20,tau_dep4,tau_dep,Depolarization (upstroke) time constant tau_dep of node 4 (LV anterior wall); sets the QRS-limb slope contributed by that node,0.007,0.026,0.0165,0.0095,"s (seconds, physical parameter unit)",s,29.584105027461465,30.79011746530218,8.225113063923295,21.411984038517637,43.015912082942855,0.26713483874143357,0.033801935163215155,0.03432706613153485,0.000321118384050544,s,scaled = standard deviation in units of the parameter's own bound radius (half-width); physical = scaled x bound_radius,tau_dep5,0.6247344255413646,0.6247344255413646,0.48145228098951554,2,0.7372504952639721,indirect only,"shapes the reconstructed beat from which the interpreted ECG-domain descriptors (QRS duration, T-peak amplitude, T-wave sign discordance) are measured; never read as a clinical quantity on its own",A_strongly_identifiable,A_strongly_identifiable,A_strongly_identifiable,A_strongly_identifiable,A_strongly_identifiable,A_strongly_identifiable,1.6900967581607578,1.7163533065767425,
21,tau_dep5,tau_dep,Depolarization (upstroke) time constant tau_dep of node 5 (LV lateral wall); sets the QRS-limb slope contributed by that node,0.007,0.026,0.0165,0.0095,"s (seconds, physical parameter unit)",s,50.550154669820735,34.39251937856299,9.233230529337435,27.5135389851115,50.550154669820735,0.26846624487453363,0.019782333140852214,0.030420867853196386,0.00018793216483809603,s,scaled = standard deviation in units of the parameter's own bound radius (half-width); physical = scaled x bound_radius,tau_dep4,0.6247344255413647,0.6247344255413647,0.4814522809895167,3,0.6135872392853001,indirect only,"shapes the reconstructed beat from which the interpreted ECG-domain descriptors (QRS duration, T-peak amplitude, T-wave sign discordance) are measured; never read as a clinical quantity on its own",A_strongly_identifiable,A_strongly_identifiable,A_strongly_identifiable,A_strongly_identifiable,A_strongly_identifiable,A_strongly_identifiable,0.9891166570426108,1.5210433926598192,locked seed 42 is an outlier vs the five-seed distribution (50.55 vs 34.39+-9.23)
22,tau_dep6,tau_dep,Depolarization (upstroke) time constant tau_dep of node 6 (LV inferior wall); sets the QRS-limb slope contributed by that node,0.007,0.026,0.0165,0.0095,"s (seconds, physical parameter unit)",s,29.184532511361304,27.100455626137062,13.666037211298347,10.148955325939315,47.997110547168205,0.5042733376821209,0.0342647256594125,0.0473407458542774,0.00032551489376441876,s,scaled = standard deviation in units of the parameter's own bound radius (half-width); physical = scaled x bound_radius,q6,0.4555797007480452,0.4555797007480452,0.49717736035543914,2,0.5471793214051244,indirect only,"shapes the reconstructed beat from which the interpreted ECG-domain descriptors (QRS duration, T-peak amplitude, T-wave sign discordance) are measured; never read as a clinical quantity on its own",A_strongly_identifiable,B_weakly_identifiable,B_weakly_identifiable,A_strongly_identifiable,B_weakly_identifiable,B_weakly_identifiable,1.713236282970625,2.3670372927138703,
23,tau_dep7,tau_dep,Depolarization (upstroke) time constant tau_dep of node 7 (LV apex); sets the QRS-limb slope contributed by that node,0.007,0.026,0.0165,0.0095,"s (seconds, physical parameter unit)",s,42.63804190613973,33.65458705463163,8.386605956092643,22.660000891658303,42.63804190613973,0.24919651940695725,0.02345323460681724,0.0313704728311659,0.00022280572876476375,s,scaled = standard deviation in units of the parameter's own bound radius (half-width); physical = scaled x bound_radius,tau_dep4,0.5291931642141493,0.5291931642141493,0.43507530344804257,2,0.6391382471251427,indirect only,"shapes the reconstructed beat from which the interpreted ECG-domain descriptors (QRS duration, T-peak amplitude, T-wave sign discordance) are measured; never read as a clinical quantity on its own",A_strongly_identifiable,A_strongly_identifiable,A_strongly_identifiable,A_strongly_identifiable,A_strongly_identifiable,A_strongly_identifiable,1.172661730340862,1.5685236415582953,
24,tau_rep0,tau_rep,Repolarization (downstroke) time constant tau_rep of node 0 (SA / atrial source (graph root)); sets the T-wave limb slope contributed by that node,0.035,0.1,0.0675,0.0325,"s (seconds, physical parameter unit)",s,1.55014710305784,1.9323357654310065,0.9168972026614174,1.291165654053668,3.5273132612147253,0.47450200894920763,0.6451000669726036,0.588040830961059,0.020965752176609617,s,scaled = standard deviation in units of the parameter's own bound radius (half-width); physical = scaled x bound_radius,q0,0.6498459904983431,0.6498459904983431,0.41889042073413546,4,0.46056961556900883,indirect only,"ventricular tau_rep enters tau_rep_disp / Tend / Sync_rep and shapes the reconstructed T wave, from which the interpreted T-wave descriptors are measured; no claim is made on tau_rep itself",B_weakly_identifiable,B_weakly_identifiable,B_weakly_identifiable,B_weakly_identifiable,B_weakly_identifiable,B_weakly_identifiable,32.255003348630176,29.40204154805295,
25,tau_rep1,tau_rep,Repolarization (downstroke) time constant tau_rep of node 1 (AV node - His entry); sets the T-wave limb slope contributed by that node,0.035,0.1,0.0675,0.0325,"s (seconds, physical parameter unit)",s,4.31540727381149,4.039966264802718,1.2834564327993747,2.3786448750508766,5.392640283825963,0.31768988864614917,0.2317278385446043,0.27223879889912783,0.00753115475269964,s,scaled = standard deviation in units of the parameter's own bound radius (half-width); physical = scaled x bound_radius,q1,0.187005080474695,0.187005080474695,0.19371662054259348,3,0.25432080953216074,indirect only,"ventricular tau_rep enters tau_rep_disp / Tend / Sync_rep and shapes the reconstructed T wave, from which the interpreted T-wave descriptors are measured; no claim is made on tau_rep itself",B_weakly_identifiable,B_weakly_identifiable,B_weakly_identifiable,B_weakly_identifiable,B_weakly_identifiable,B_weakly_identifiable,11.586391927230215,13.611939944956392,
26,tau_rep2,tau_rep,Repolarization (downstroke) time constant tau_rep of node 2 (interventricular septum); sets the T-wave limb slope contributed by that node,0.035,0.1,0.0675,0.0325,"s (seconds, physical parameter unit)",s,1.3910933709144957,5.0928467991602115,3.5292233017505605,1.3910933709144957,10.947389223255405,0.6929765298128572,0.718859007532044,0.2999156251166798,0.02336291774479143,s,scaled = standard deviation in units of the parameter's own bound radius (half-width); physical = scaled x bound_radius,q2,0.29104596736009536,0.29104596736009536,0.25501799764925953,2,0.3480977805168358,indirect only,"ventricular tau_rep enters tau_rep_disp / Tend / Sync_rep and shapes the reconstructed T wave, from which the interpreted T-wave descriptors are measured; no claim is made on tau_rep itself",B_weakly_identifiable,B_weakly_identifiable,B_weakly_identifiable,B_weakly_identifiable,B_weakly_identifiable,B_weakly_identifiable,35.9429503766022,14.99578125583399,per-parameter CV 69.3% - not seed-stable at the parameter level
27,tau_rep3,tau_rep,Repolarization (downstroke) time constant tau_rep of node 3 (right-ventricular free wall); sets the T-wave limb slope contributed by that node,0.035,0.1,0.0675,0.0325,"s (seconds, physical parameter unit)",s,12.009388146919454,10.070385370760976,1.1299001106248294,9.301340500636185,12.009388146919454,0.11220028519518789,0.0832681888341257,0.10020235785101546,0.0027062161371090854,s,scaled = standard deviation in units of the parameter's own bound radius (half-width); physical = scaled x bound_radius,q3,0.4952780823063742,0.4952780823063742,0.3327352327593971,1,0.5251957834005845,indirect only,"ventricular tau_rep enters tau_rep_disp / Tend / Sync_rep and shapes the reconstructed T wave, from which the interpreted T-wave descriptors are measured; no claim is made on tau_rep itself",B_weakly_identifiable,B_weakly_identifiable,B_weakly_identifiable,B_weakly_identifiable,B_weakly_identifiable,B_weakly_identifiable,4.1634094417062855,5.010117892550773,locked seed 42 is an outlier vs the five-seed distribution (12.01 vs 10.07+-1.13)
28,tau_rep4,tau_rep,Repolarization (downstroke) time constant tau_rep of node 4 (LV anterior wall); sets the T-wave limb slope contributed by that node,0.035,0.1,0.0675,0.0325,"s (seconds, physical parameter unit)",s,17.752830583883167,13.396771813794121,6.753535230021437,3.4992161141154607,20.70607908979188,0.5041166128594944,0.05632904540348883,0.11115833568762537,0.001830693975613387,s,scaled = standard deviation in units of the parameter's own bound radius (half-width); physical = scaled x bound_radius,q4,0.48366594627552895,0.48366594627552895,0.3605128387104341,2,0.5190256296022827,indirect only,"ventricular tau_rep enters tau_rep_disp / Tend / Sync_rep and shapes the reconstructed T wave, from which the interpreted T-wave descriptors are measured; no claim is made on tau_rep itself",B_weakly_identifiable,B_weakly_identifiable,B_weakly_identifiable,B_weakly_identifiable,B_weakly_identifiable,B_weakly_identifiable,2.8164522701744414,5.557916784381269,
29,tau_rep5,tau_rep,Repolarization (downstroke) time constant tau_rep of node 5 (LV lateral wall); sets the T-wave limb slope contributed by that node,0.035,0.1,0.0675,0.0325,"s (seconds, physical parameter unit)",s,7.735566958501414,10.970487383010802,4.048073479500338,7.591504489366033,17.334033528290963,0.3689966852128462,0.1292730067963534,0.10025350756833555,0.004201372720881486,s,scaled = standard deviation in units of the parameter's own bound radius (half-width); physical = scaled x bound_radius,tau_rep4,0.25502221791048385,0.25502221791048385,0.3840781873743436,4,0.4489852856618083,indirect only,"ventricular tau_rep enters tau_rep_disp / Tend / Sync_rep and shapes the reconstructed T wave, from which the interpreted T-wave descriptors are measured; no claim is made on tau_rep itself",B_weakly_identifiable,B_weakly_identifiable,B_weakly_identifiable,B_weakly_identifiable,B_weakly_identifiable,B_weakly_identifiable,6.4636503398176695,5.012675378416778,
30,tau_rep6,tau_rep,Repolarization (downstroke) time constant tau_rep of node 6 (LV inferior wall); sets the T-wave limb slope contributed by that node,0.035,0.1,0.0675,0.0325,"s (seconds, physical parameter unit)",s,4.837798607474279,5.239668132884255,2.586573750457019,1.3249233758439454,8.498099900947302,0.49365220942594323,0.20670558680450749,0.28526861436241735,0.006717931571146494,s,scaled = standard deviation in units of the parameter's own bound radius (half-width); physical = scaled x bound_radius,tau_rep3,-0.34331411528220435,0.34331411528220435,0.1925692849972501,1,0.3501043278862598,indirect only,"ventricular tau_rep enters tau_rep_disp / Tend / Sync_rep and shapes the reconstructed T wave, from which the interpreted T-wave descriptors are measured; no claim is made on tau_rep itself",B_weakly_identifiable,B_weakly_identifiable,B_weakly_identifiable,B_weakly_identifiable,B_weakly_identifiable,B_weakly_identifiable,10.335279340225375,14.263430718120867,
